Symbol,Name
EIFI,EIFI FINANCE
TENDIE,TendieSwap
COSMIC,CosmicSwap
VTX,Vortex DeFi
OVO,Ovato
VENTION,Vention
BBADGER,Badger Sett Badger
WOW,WOWswap
DCB,Decubate
BEAST,CryptoBeast
BETU,Betu
IBG,iBG Token
WENLAMBO,Wenlambo
RICE,RiceFarm
SHEESH,Sheesh it is bussin bussin
RELI,Relite Finance
PETG,Pet Games
CHECOIN,CheCoin
NSFW,xxxNifty
ECOFI,EcoFi
INCAKE,InfinityCAKE
MRF,Moonradar.finance
GOMT,GoMeat
GEMG,GemGuardian
KLO,Kalao
FOREVERFOMO,ForeverFOMO
RVST,Revest Finance
DOGEGF,DogeGF
XBN,Elastic BNB
CXPAD,CoinxPad
POODL,Poodl
KWS,Knight War Spirits
KRN,KRYZA Network
RMRK,RMRK.app
KOL,Kollect
BLADE,BladeWarrior
DIVER,Divergence Protocol
PFY,Portify
CHOPPER,Chopper Inu
DOGEX,DogeHouse Capital
RICKMORTY,Rick And Morty
UZUMAKI,Uzumaki Inu
FATCAKE,FatCake
PIT,Pitbull
WHEAT,Wheat Token
YDR,YDragon
ARATA,Arata
BHO,Bholdus Token
JED,JEDSTAR
SPHYNX,Sphynx Token
BKR,Balkari Token
ZMBE,RugZombie
LPI,LPI DAO
RAINBOW,Rainbow Token
STEPH,Step Hero
CELT,Celestial
BETA,Beta Finance
SRP,Starpunk
ENTR,EnterDAO
BOG,Bogged Finance
OPUL,Opulous
TRGI,The Real Golden Inu
RICH,Richie
ODDZ,Oddz
PRV,PrivacySwap
JADEC,Jade Currency
PKD,PetKingdom
BMARS,Binamars
DOGO,DogemonGo
BUMN,BUMooN
OSWAP,OpenSwap
BPAY,BNBPay
DMOD,Demodyfi Token
CRDN,Cardence
DXT,Dexit Finance
LOUD,Loud Market
DXB,DefiXBet
VRT,Venus Reward Token
XIL,Xillion
KALM,KALM
TOK,Tokenplace
SALE,DxSale Network
ARV,Ariva
MOONSHOT,Moonshot
POLIS,Star Atlas DAO
ADAT,Adadex Tools
BNBCH,BNB Cash
CAKEMOON,CakeMoon
MILK,Milkshake Swap
ELM,Elements Play
MND,Mound Token
HASHT,HASH Token
MOONLIGHT,Moonlight Token
FOC,TheForce Trade
MOVE,MarketMove
BABY,BabySwap
LEOS,Leonicorn Swap
MOONARCH,Moonarch
BZZONE,Bzzone
EXZO,ExzoCoin 2.0
MNG,Moon Nation Game
GENX,Genx Token
OWN,Ownly
RARE,SuperRare
EFIL,Ethereum Wrapped Filecoin
CHERRY,CherrySwap
EBOX,Ethbox Token
YAG,Yaki Gold
BABYDOGE,BabyDoge
ROOM,OptionRoom
WSIENNA,Sienna ERC20
SQG,Squid Token
WELD,Weld
WTK,WadzPay Token
SMILE,Smile Token
FOREVERPUMP,Forever Pump
BLOK,Bloktopia
LAIKA,Laika Protocol
VFOX,VFOX
SWAPZ,SWAPZ.app
OCTAX,OctaX
COLL,Collateral Pay
BUFF,Buffalo Swap
SAFEBULL,SafeBull
BURNDOGE,BurnDoge
CUMMIES,CumRocket
WANA,Wanaka Farm
FOX,ShapeShift FOX Token
SAFES,SafeSwap
SHIELDNET,Shield Network
SCIX,Scientix
OBS,One Basis Cash
MELLO,Mello Token
SPE,SavePlanetEarth
LUCKY,Lucky Lion
IRT,Infinity Rocket
DOGEBNB,DogeBNB
PRINTS,FingerprintsDAO
ITGR,Integral
CUEX,Cuex
RFG,Refugees Token
SIL,SIL Finance Token V2
BONUSCAKE,Bonus Cake
TFI,TrustFi Network Token
SCH,SoccerHub
DARKEN,Dark Energy Crystals
AUR,AUREO
BUNNYROCKET,BunnyRocket
CPAN,CryptoPlanes
ZABAKU,Zabaku Inu
NAKA,Nakamoto Games
BSCM,BSC MemePad
PIKACHU,Pikachu Inu
GOTEM,gotEM
SLAM,Slam Token
AU,AutoCrypto
DDN,Den Domains
DEFIL,DeFIL
SOV,Sovryn
MANGA,Manga Token
AKTIO,AKTIO Coin
SLIM,Solanium
FILST,Filecoin Standard Hashrate Token
KISHIMOTO,Kishimoto Inu
GFN,Graphene
PFT,Pitch Finance Token
FODL,Fodl Finance
EDGT,Edgecoin
TORII,Torii Finance
GOMA,GOMA Finance
GAFI,GameFi
SBR,Saber
JOE,JOE
METIS,Metis Token
XWG,X World Games
SHELL,Shell Token
POK,Pokmonsters
KALA,Kalata Protocol
NFTART,NFT Art Finance
EPAN,Paypolitan Token
BABYFB,Baby Floki Billionaire
VLXPAD,VelasPad
FWB,Friends With Benefits Pro
BATH,Battle Hero
EVRY,Evrynet
CHLT,Chellitcoin
LAZIO,Lazio Fan Token
CMCX,CORE MultiChain
HPAD,HarmonyPad
PARA,Paralink Network
SLA,SUPERLAUNCH
EBSC,EarlyBSC
GRIMEX,SpaceGrime
RSUN,RisingSun
APAD,Anypad
QUARTZ,Sandclock
TZKI,Tsuzuki Inu
WOLVERINU,WOLVERINU
INUYASHA,Inuyasha
MINISHIB,miniSHIB ETH
PINU,Piccolo Inu
NAUSICAA,Nausicaa-Inu
SAKATA,Sakata Inu
BRTX,Bertinity
YOCO,YocoinYOCO
AITECH,Artificial Intelligence Utility Token
RBN,Ribbon Finance
KITTY,Kitty Inu
NXMC,NextMindCoin
OH,Oh! Finance
DINGER,Dinger Token
JRIT,JERITEX
KAC,KACO Finance
ASS,Australian Safe Shepherd
TRONPAD,TRONPAD
SWAPP,SWAPP Protocol
MINT,Mint Club
INU,INU Token
BCHA,Bitcoin Cash ABC
MEWTWO,Mewtwo Inu
MSA,My Shiba Academia
JPAW,Jpaw Inu
L,L inu
ENS,Ethereum Name Service
$TIME,Madagascar Token
LUMI,LUMI Credits
IDIA,Impossible Finance Launchpad
CGS,Crypto Gladiator Shards
TUP,Tenup
SCLP,Scallop
SGB,Songbird
FOL,Folder Protocol
RIL,Rilcoin
KAREN,KarenCoin
SAMO,Samoyedcoin
SQUID,Squid Game
CATE,CateCoin
CATGIRL,Catgirl
DOGEZILLA,DogeZilla
TABOO,Taboo Token
AURY,Aurory
GODS,Gods Unchained
GINUX,Green Shiba Inu
SPWN,Bitspawn
PIST,Pist Trust
PANDO,Pando
DAR,Mines of Dalarnia
SIP,Space SIP
MONONOKEINU,Mononoke Inu
VPP,Virtue Poker Points
BPRIVA,Privapp Network
POCO,Pocoland
SLOKI,Super Floki
ENV,ENVOY
AQUAP,Planet Finance
NEET,NEET Finance
CHESS,Tranchess
IMX,Immutable X
BNC,Bifrost Native Coin
BEAM,Beam
MIST,Mist
HCT,HurricaneSwap Token
NBL,Nobility
NFTB,NFTb
WIFEDOGE,Wifedoge
MST,Idle Mystic
RD,Round Dollar
BTR,BTRIPS
IDTT,Identity
WOOF,Shibance Token
RDT,Ridotto
NASADOGE,Nasa Doge
FASTSWAP,Fastswap
AETHERV2,AetherV2
TIKI,Tiki Token
PARAB,Parabolic
LZ,LaunchZone
IBNB,iBNB
BRKL,Brokoli Token
MWAR,MemeWars (MWAR)
CBRL,Crypto BRL
APYS,APYSwap
AVXL,Avaxlauncher
PERA,Pera Finance
SHILL,SHILL Token
AGF,Augmented Finance
WARS,MetaWars
WONDER,Wonderland
POLL,Pollchain
LC,Lotus Capital
BNX,BinaryX
DBA,Digital Bank of Africa
SHIBAMOM,Shiba Mom
CELL,Cellframe
YAE,Cryptonovae
ORT,Omni Real Estate Token
ECC,Etherconnect
BLS,Blocks Space
CATZ,CatzCoin
FNDZ,FNDZ Token
KCCM,KCC MemePad
FBNB,ForeverBNB
QDX,Quidax
EMPIRE,Empire Token
SOUND,Sound Coin
DREAMS,Dreams Quest
SNK,Snake Token
NOTE,Notional Finance
MOBIE,MobieCoin
BNPL,BNPL Pay
CWAR,Cryowar Token
FF,Forefront
DFSG,DFSocial Gaming
SLND,Solend
WILD,Wilder World
ZUNA,ZUNA
DAPPSY,Dappsy
KMON,Kryptomon
LOCK,Contracto
MERKLE,Merkle Network
BNBH,BnbHeroes Token
REU,REUCOIN
ETERNAL,CryptoMines Eternal
DOG,The Doge NFT
STKATOM,pSTAKE Staked ATOM
BACON,BaconDAO (BACON)
STKXPRT,pSTAKE Staked XPRT
DXCT,DNAxCAT
XDEFI,XDEFI
DOGEDASH,Doge Dash
BLOCKS,BLOCKS
GM,GM
BOBA,Boba Network
AGEUR,agEUR
ANGLE,ANGLE
NFD,Feisty Doge NFT
METACAT,MetaCat
PAD,NearPad
LEAG,LeagueDAO Governance Token
SNOOP,SnoopDAO
YEL,Yel.Finance
MARS4,MARS4
STANDARD,Stakeborg DAO
DVF,Rhino.fi
STRP,Strips Finance
FOLD,Manifold Finance
SWD,SW DAO
LMT,Lympo Market Token
GORILLAINU,Gorilla Inu
SPAY,SpaceY 2025
DMLG,Demole
OPA,Option Panda Platform
UFO,UFO Gaming
HERA,Hero Arena
AVN,AVNRich
WAI,Wanaka Farm WAIRERE Token
NORA,SnowCrash Token
GODZ,Cryptogodz
DNFT,DareNFT
PSP,ParaSwap
PORTO,FC Porto
REVA,Revault Network
CHAMP,NFT Champions
XNFT,xNFT Protocol
KFT,Knit Finance
THN,Throne
ROCKI,Rocki
GAIA,Gaia Everworld
GENE,Genopets
BIRD,Bird.Money
SUNNY,Sunny Aggregator
GMCOIN,GMCoin
GNT,GreenTrust
PLUGCN,Plug Chain
MARSRISE,MarsRise
YIN,YIN Finance
RAM,Ramifi Protocol
SHIBELON,ShibElon
CPRX,Crypto Perx
MELD,Melodity
BOSU,Bosu Inu
PTU,Pintu Token
NCR,Neos Credits
AUSD,Appeal dollar
WNYC,Wrapped NewYorkCoin
HEART,Humans
SIS,Symbiosis Finance
BICO,Biconomy
SHIRYOINU,Shiryo-Inu
FREN,FREN
MILK2,Spaceswap MILK2
SHAKE,Spaceswap SHAKE
LTNM,Bitcoin Latinum
OMIC,Omicron
KMA,Calamari Network
BKN,Brickken
SANTOS,Santos FC Fan Token
XTAG,xHashtag
CCAR,CryptoCars
FLAME,FireStarter
UNIC,Unicly
KILT,KILT Protocol
SRX,StorX
DEXA,DEXA COIN
PERI,PERI Finance
MIMO,MIMO Parallel Governance Token
DS,DeStorage
MOCHI,Mochiswap
GN,GN
DOE,Dogs Of Elon
TRL,Triall
HKC,HK Coin
PEOPLE,ConstitutionDAO
DOSE,DOSE
POLYDOGE,PolyDoge
LATTE,LatteSwap
TOWN,Town Star
MEMEINU,Meme Inu
TONCOIN,The Open Network
CHARIZARD,Charizard Inu
XPNET,XP Network
SCAR,Velhalla
VVS,VVS Finance
REALM,Realm
GAMEX,GameX
PARAL,Parallel
MOFOLD,Molecular Future (ERC20)
MONO,MonoX
GMMT,Green Mining Movement Token
DONK,Don-key
gOHM,Governance OHM
sOHM,Staked Olympus
wsOHM,Wrapped Staked Olympus
QUBE,Qube
ENEDEX,Enedex
XPAY,Wallet Pay
LUDO,Ludo
CWT,CrossWallet
TSC,TrusterCoin
OHMV2,Olympus v2
NETCOIN,Netcoincapital
LEOPARD,Leopard
MNET,MINE Network
LACE,Lovelace World
VOXEL,Voxies
RIFI,Rikkei Finance
UNB,Unbound Finance
ZMT,Zipmex Token
SPOOL,Spool DAO Token
CLNY,Colony
FRDX,Frodo Tech
TRVL,TRVL
ST,Skippy Token
ENO,Enotoken
CEM,Crypto Emergency
CLVX,Calvex
CINU,CHEEMS INU
RUX,Gacrux NFT
TR3,Tr3zor
AGV,Astra Guild Ventures
BTRFLY,Redacted Cartel
ETHOS,Ethos Project
BRGX,Bridge$
DESO,Decentralized Social
VLC,Volcano Uni
BTCBR,Bitcoin BR
GOG,Guild of Guardians
JFIN,JFIN Coin
MCS,MCS Token
PDATA,PDATA
KIRO,Kirobo
MNS,Monnos
GMPD,GamesPad
MHT,Mouse Haunt
HP,HeroPark
SFM,SafeMoon V2
HIGH,Highstreet
E21,E21 Coin
NRV,Nerve Finance
WSB,WallStreetBets DApp
GF,GuildFi
DEVT,DeHorizon
STKAAVE,Staked Aave
STZEN,StakedZEN
AAA,Moon Rabbit
MBS,MonkeyBall
DFL,DeFi Land
IBFR,iBuffer Token
CRF,Crafting Finance
MNGO,Mango protocol
R1,Recast1
SHIBO,ShiBonk
MSOL,Marinade Staked SOL
SECO,Serum Ecosystem Token
STSOL,Lido Staked SOL
SYN,Synapse
INTER,Inter Milan Fan Token
BLT,Blocto Token
GATE,GATENet
CPH,Cypherium
LUNR,Lunr Token
DIKO,Arkadiko
STARLAUNCH,StarLaunch
REALY,Realy Metaverse
TULIP,Tulip Protocol
WOD,World of Defish
HACHIKO,Hachiko Inu Token
PONYO,Ponyo Impact
ASIA,Asia Coin
ZEROEX,0.exchange
VPAD,VLaunch
BTTOLD,BitTorrent
NYANTE,Nyantereum International
NNI,NeoNomad Exchange
WMATIC,Wrapped Matic
IMPACTXP,ImpactXP
VADER,Vader Protocol
KASTA,Kasta
RDR,Rise of Defenders
LUS,Luna Rush
WNK,The Winkyverse
F2C,Ftribe Fighters
COVN,Covenant
PHONON,Phonon DAO 
WEB3,WEB3 Inu
GAMMA,Gamma Strategies
1ART,ArtWallet
COMT,Community Token
REVU,Revuto
GLMR,Moonbeam
ACCEL,Accel Defi
OCT,Octopus Network
KATA,Katana Inu
GFI,Goldfinch
KINT,Kintsugi
ATOLO,RIZON
AURORA,Aurora
WND,WonderHero
SLC,Solice
RAIN,Rainmaker Games
POKT,Pocket Network
SSG,Surviving Soldiers
JBX,Juicebox
ONLY,OnlyCam
VGO,Vagabond
DPS,DEEPSPACE
WSTETH,Lido wstETH
BED,Bankless BED Index
NS2DRP,New Silver Series 2 DROP
ZAM,Zamio
PULI,Puli
GHOSTM,GhostMarket
LOKA,League of Kingdoms
NUM,Numbers Protocol
TRADE,Polytrade
LIFE,Life Crypto
ASTRO,AstroSwap
EGC,EverGrowCoin
MTBC,Metabolic
SHINJA,Shibnobi
AVO,Avoteo
SATS,SATS (Ordinals)
IONZ,IONZ
SOLARIX,SOLARIX
LOOKS,LooksRare
OSMO,Osmosis
OXD,0xDAO
BLOCK,Blockasset
ASH,ASH
ABEY,Abey
PLI,Plugin
VOY,enVoy DeFi
ACA,Acala
ASTR,Astar
PROP,Propeller
LOVE,Deesse
GARI,Gari Network
MPT,Meetple
CHMB,Chumbi Valley
DMTR,Dimitra
FREEROSS,FreeRossDAO
FCON,SpaceFalcon
REAL,RealLink
IXS,IX Swap
GMTT,GMT Token
MYCE,MY Ceremonial Event
ARKER,Arker
FRR,Frontrow
MAKI,MakiSwap
SWASH,Swash
NTVRK,Netvrk
FTG,fantomGO
ZKT,zkTube
PEL,Propel Token
SOLR,SolRazr
ILA,Infinite Launch
CLH,ClearDAO
CREDI,Credefi
RACEFI,RaceFi
CWEB,Coinweb
DAPPX,dAppstore
CPOOL,Clearpool
DRONE,Drone Coin
ORCA,Orca
1ECO,1eco
1PECO,1peco
APXP,APEX Protocol
ARTII,ARTII Token
B2M,Bit2Me
CHN,Chain
CHNG,Chainge Finance
CIND,Cindrum
CRFI,CrossFi
LPNT,Luxurious Pro Network Token
MBET,MoonBet
TONIC,Tectonic
SNS,Synesis One
HBB,Hubble
ATS,Atlas DEX
ZKP,Panther Protocol
TRACE,Trace Network Labs
NT,NEXTYPE Finance
WALLET,Ambire Wallet
LOOTEX,Lootex
STORE,Bit Store
NINKY,Ninky
BPAD,BlokPad
XAEAXII,XAEA-Xii Token
DIFX,Digital Financial Exchange
BLINU,Baby Lambo Inu
CULT,Cult DAO
CHEESUS,Cheesus
BDOT,Binance Wrapped DOT
RADR,CoinRadr
BAOE,Business Age of Empires
PERC,Perion
ONSTON,Onston
XLD,Xcel Defi
ENTC,EnterButton
KOM,Kommunitas
CFXT,Chainflix
KINGSHIB,King Shiba
PAF,Pacific
CLIFF,Clifford Inu
FTS,Fortress Lending
CTPL,Cultiplan
EPTT,Evident Proof Transaction Token
EWC,Erugo World Coin
ALKI,Alkimi
LIKE,Only1
VDV,VDV Token
TYCOON,CryptoTycoon
JCC,Junca Cash
GPX,GPEX
ICA,Icarus Network
KRRX,Kyrrex
MF1,Meta Finance
MQL,MiraQle
NKCLC,NKCL Classic
SBT,SOLBIT
YEFI,YeFi
ZPTC,Zeptacoin
GGG,Good Games Guild
EGI,eGame
MIKS,MIKS COIN
SURV,Survival Game Online
FALCONS,Falcon Swaps
ROAR,Alpha DEX
MTS,Metastrike
ERTHA,Ertha
MMPRO,Market Making Pro
FSHN,Fashion Coin
SVS,GivingToServices SVS
STON,Ston
DHS,Dirham Crypto
MVP,MVP Coin
DEPO,Depo
EVU,Evulus Token
POSI,Position Token
MONS,Monsters Clan
PLASTIK,Plastiks
LBLOCK,Lucky Block
TRAVA,Trava Finance
ONLYCUMIES,OnlyCumies
OPENRI,Open Rights Exchange
YUMMY,Yummy
BRISE,Bitgert
VODKA,Vodka Token
MRFOX,Mr.FOX Token
LEXI,LEXIT
LOVELY,Lovely Inu finance
AFEN,AFEN Blockchain
TCY,The Crypto You
AXLINU,AXL INU
AVG,Avocado DAO
WRK,BlockWRK
CODI,Codi Finance
ACU,ACU Platform
BEPR,Blockchain Euro Project
BRITTO,Britto
SAPPC,SappChat
THT,Thought
LNR,Lunar
WEC,Whole Earth Coin
ZONO,Zono Swap
NFTYP,NFTY DeFi Protocol
BHAX,Bithashex
LUFFY,Luffy
YUCT,Yucreat
CSOV,Crown Sovereign
CART,CryptoArt.Ai
PDX,PDX Coin
USNOTA,NOTA
VIBLO,VIBLO
MGT,Megatech
SHOP,Shoppi Coin
UPI,Pawtocol
VOX,Vox.Finance
CCD,Concordium
UNW,UniWorld
KALAM,Kalamint
SAP,SwapAll
GNNX,Gennix
PLEX,PLEX
KAINET,KAINET
UDO,Unido
I7,ImpulseVen
PTD,Pilot
PLCU,PLC Ultima
REFI,Realfinance Network
UPR,Upfire
OPENDAO,OpenDAO
HEP,Health Potion
REVON,RevoNetwork
AWT,Airdrop World
VERA,Vera
GHD,Giftedhands
ANTEX,Antex
MEL,MELX
KIAN,Porta
ZUKI,Zuki Moba
OOGI,OOGI
TWIN,Twinci
IJC,IjasCoin
PIGGY,Piggy
UNBNK,Unbanked
ALD,AladdinDAO
TKING,Tiger King
OVERLORD,Overlord
DDDD,People's Punk
INFTT,iNFT Token
DASHD,Dash Diamond
MOO,MooMonster
NEXM,Nexum
PKN,Poken
HEC,Hector Finance
VEMP,vEmpire DDAO
VINU,Vita Inu
RADAR,DappRadar
BLUESPARROW,BlueSparrow Token
ASPO,ASPO Shards
SENATE,SENATE
BSI,Bali Social Integrated
VYNC,VYNK Chain
KIBA,Kiba Inu
LIQUI,Liquidus
EGR,Egoras Rights
GAMINGSHIBA,GamingShiba
DEVO,DeVolution
RETIRE,Retire Token
T,Threshold Network Token
ERON,ERON
ZLDA,Zelda Inu
QRX,QuiverX
BLXM,bloXmove Token
DBX,DBX
SANA,Storage Area Network Anywhere
SDOG,Small Doge
LORDZ,Meme Lordz
DOME,Everdome
SAPP,Sapphire
GTFO,DumpBuster
AFIN,Asian Fintech
DNF,DNFT Protocol
MVRS,Meta MVRS
FUKU,Furukuru
XIV,Project Inverse
XET,Xfinite Entertainment Token
AQUA,Aquarius
TDROP,ThetaDrop
ANTIS,Antis Inu
DODI,DoubleDice
GRC,GreenCoin.AI
MCRT,MagicCraft
QUACK,Rich Quack
RAVE,Ravendex
DBD,Day By Day
IMC,i Money Crypto
ACYC,All Coins Yield Capital
SAUNA,SaunaFinance Token
BHC,BillionHappiness
OUD,OUD
PIZA,Half Pizza
RBT,Rabet
MRCR,Mercor Finance
MIMATIC,MAI
NEOM,New Earth Order Money
GMEX,Game Coin
LFW,Linked Finance World
DOGECOLA,DogeCola
DVDX,Derived
RTT,Restore Truth Token
GELATO,Gelato
YARL,Yarloo
GFCE,GFORCE
NXD,Nexus Dubai
WTON,Wrapped TON Crystal
POLKER,Polker
ZENITH,Zenith Chain
LILFLOKI,Lil Floki
GRO,Gro DAO Token
MR,Meta Ruffy
WELT,Fabwelt
MESA,MetaVisa
SRWD,ShibRWD
MRXB,Wrapped Metrix
MYNE,ITSMYNE
SMD,SMD Coin
TEDDY,Teddy Doge
PPAY,Plasma Finance
UNQ,UNQ
GMR,GAMER
REC,Rec Token (REC)
WAGG,Waggle Network
RENA,Warena
ARTI,Arti Project
WEVE,veDAO
CRBN,Carbon
LIME,iMe Lab
CTR,Creator Platform
BLIN,Blin Metaverse
MEAN,Meanfi
SIDUS,Sidus
SHOE,ShoeFy
NFTL,NFTLaunch
AART,ALL.ART
LAVA,Lavaswap
TITA,Titan Hunters
GZONE,GameZone
BOO,Spookyswap
SUPE,Supe Infinity
SPO,Spores Network
XCV,XCarnival
GZLR,Guzzler
BMIC,Bitmic
SHAMAN,Shaman King Inu
ALPINE,Alpine F1 Team Fan Token
ZAMZAM,ZAMZAM
BSW,Biswap
OBROK,OBRok
CYFI,cYFI
CSUSHI,cSUSHI
CMKR,cMKR
CLINK,cLINK
CAAVE,cAAVE
UNQT,Unique Utility Token
WKD,Wakanda Inu
HPL,HappyLand (HPL)
SHIELD,Crypto Shield
LAVAX,LavaX Labs
UNIX,UniX
TOMB,Tomb
ALIT,Alitas
DOGESWAP,Dogeswap Token (HECO)
DEPTH,Depth Token
PTP,Platypus Finance
MOONEY,Moon DAO
LQR,Laqira Protocol
GAMEIN,Game Infinity
ARCADE,ARCADE
VCG,VCGamers
MRHB,MarhabaDeFi
X2Y2,X2Y2
PHCR,PhotoChromic
SPELLFIRE,Spellfire
GCOIN,Galaxy Fight Club
STARLY,Starly
PSTAKE,pSTAKE Finance
RANKER,RankerDao
MGG,MetaGaming Guild
ARKN,Ark Rivals
PHAE,Phaeton
QUIDD,Quidd
MOLA,MoonLana
JEWEL,DeFi Kingdoms
CGU,Crypto Gaming United
SHIBTC,Shibabitcoin
MOVD,MOVE Network
VOW,Vow
BPTC,Business Platform Tomato Coin
BLUESPARROWOLD,BlueSparrowToken
DUEL,Duel Network
ZYR,Zyrri
APE,ApeCoin
ESGC,ESG Chain
HDRN,Hedron
KUNCI,Kunci Coin
AIMX,Aimedis
SMARTLOX,SmartLOX
CALI,CaliCoin
BRCP,BRCP Token
NITROE,NitroEX
SOURCE,ReSource Protocol
GAN,Galactic Arena: The NFTverse
FROYO,Froyo Games
BENT,Bent Finance
TAROT,Tarot
ROCO,ROCO FINANCE
ARCANE,Arcane Token
FABRIC,MetaFabric
NVIR,NvirWorld
CBG,Chainbing
ULTGG,UltimoGG
CKT,Caketools
ANN,Annex Finance
FROG,FrogSwap
JUSTICE,AssangeDAO
ALIX,AlinX
GDOGE,Golden Doge
MQST,MonsterQuest
MOOI,Moonai
APRICOT,Apricot Finance
AIR,Altair
BXC,BonusCloud
BCOIN,Bombcrypto
BLACK,BLACKHOLE PROTOCOL
CROPPER,CropperFinance
BRIGHT,Bright Token
DRAGONMA,Dragon Mainland Shards
CP,CoPuppy
CRAFT,TaleCraft
DES,DeSpace Protocol
DIS,TosDis
FAN,Fanadise
GYM,GYM Token
BERRY,Berry
WEX,WaultSwap
GASDAO,Gas DAO
GSX,Gold Secured Currency
GHC,Galaxy Heroes Coin
GOAL,GOAL token
GLS,Glass Chain
GOLDMIN,GoldMiner
BEYOND,Beyond Protocol
PRT,Parrot Protocol
PSY,PsyOptions
PSB,Planet Sandbox
TCR,Tracer DAO
FLUXT,Flux Token
LED,LEDGIS
NFTY,NFTY Token
MILO,Milo Inu
SSS,StarSharks
VOLT,Volt Inu
ORO,Operon Origins
PEX,Pexcoin
PLT,Poollotto.finance
PLM,Plasmonics
RONIN,Ronin
ACETH,Acether
CNDL,Candle
RISE,EverRise
STA,STOA Network
XDAG,Dagger
NBT,NanoByte
UX,Umee
TOR,TOR
VRN,Varen
WGC,Green Climate World
NYM,Nym Token
WIT,Witnet
TERAR,Terareum
BTSC,BTS Chain
FTB,Fit&Beat
VENT,Vent Finance
EYES,Eyes Protocol
MSU,MetaSoccer
TREEB,Retreeb
EVAN,Evanesco Network
AVINOC,AVINOC
SD,Stader
RAZE,Raze Network
GAD,Green App Development
BLUT,Bluetherium
MOM,Mother of Memes
KUR,Kuro
TFS,TFS Token
GMT,STEPN
TAUR,Marnotaur
AWNEX,AWNEX token
TCANDY,TripCandy
LOX,Lox Network
LOV,LoveChain
LCMG,ElysiumG
FAYRE,Fayre
AAG,AAG Ventures
VXL,Voxel X Network
RETH2,rETH2
ELV,Elvantis
ISA,Islander
TPC,Techpay
KPC,KEEPs Coin
STG,Stargate Finance
BASHOS,Bashoswap
HE,Heroes & Empires
IB,Iron Bank
JONES,Jones DAO
DSG,Dinosaureggs
ARCONA,Arcona
KSHIB,Kilo Shiba Inu
NTR,Nether
HVE2,Uhive
FUS,Fus
XQC,Quras Token
PKT,PKT
REFLECTO,Reflecto
GLD,Goldario
TRUEBIT,Truebit Protocol
XUP,UPGRADE
XIDO,Xido Finance
CFC,CoinField Coin
AFX,Afrix
DFIS,DfiStarter
PEPPER,Pepper Token
BONE,Bone ShibaSwap
SMARTNFT,SmartNFT
USDU,Upper Dollar
EURU,Upper Euro
MULTI,Multichain
APED,Baddest Alpha Ape Bundle
LORDS,LORDS
JADE,Jade Protocol
GAMEFI,GameFi Token
ACET,Acet
GORILLAD,Gorilla Diamond
XPROT,X Protocol
XDATA,Streamr XDATA
POKEM,Pokemonio
PPALPHA,Phoenix Protocol
MGLD,Metallurgy
FFN,Fairy Forest
ZIRVE,Zirve Coin
HEROESC,HeroesChained
LIQ,LIQ Protocol
INFO,Infomatix
MASTER,Mastercoin
QUA,Quantum Tech
PBX,Probinex
BB,Baby Bali
BRMV,BRMV Token
STAR,FileStar
GP,Wizards And Dragons
LAND,Landshare
MILLI,Million
NOS,Nosana
WAG,WagyuSwap
MNY,MoonieNFT
GAME,Gamestarter
BTL,Bitlocus
FOREX,handle.fi
GOLD,CyberDragon Gold
WZENIQ,Wrapped Zeniq (ETH)
BZENIQ,Wrapped Zeniq (BNB)
TMED,MDsquare
EPIC,Epic Cash
QUASA,Quasacoin
SFX,SUBX FINANCE LAB
NPT,Neopin
KPOP,KPOP Coin
ZBC,Zebec Protocol
KTX,KwikTrust
TITANO,Titano
SCROOGE,Scrooge
MDN,Modicoin
CHAINCADE,ChainCade
AFC,Arsenal Fan Token
TRYC,TRYC
GOZ,Göztepe S.K. Fan Token
VCF,Valencia CF Fan Token
ALI,Alethea Artificial Liquid Intelligence Token
ASTO,Altered State Token
CZZ,ClassZZ
FUEL,Jetfuel Finance
IMI,Influencer
NAP,Napoli Fan Token
BOJI,BOJI Token
BOBC,Bobcoin
GWT,Galaxy War
UPO,UpOnly
LIST,KList Protocol
GMX,GMX
MBT,Metablackout
TANK,CryptoTanks
MDAO,MarsDAO
SEON,Seedon
HBTC,Huobi BTC
METAN,Metan Evolutions
NEKO,The Neko
GR,GROM
HMRN,Homerun
RBIF,Robo Inu Finance
CHEDDA,Chedda
SOLAR,Solar
FEN,First Ever NFT
DINU,Dogey-Inu
METADOGEV2,MetaDoge V2
NTX,NuNet
ENDLESS,Endless Board Game
ARTY,Artyfact
ANML,Animal Concerts
MMF,MMFinance
PHBD,Polygon HBD
LMR,Lumerin
SCREAM,Scream
BRWL,Blockchain Brawlers
VISION,VisionGame
HOLY,Holy Trinity
WFLOW,Wrapped Flow
LDN,Ludena Protocol
QOM,Shiba Predator
MAGIC,Magic
HDAO,Hkd.com Dao
INDI,IndiGG
BLURT,Blurt
ROCK,Bedrock
CAW,A Hunters Dream
CHIRP,Chirp
WWY,WeWay
QMALL,QMALL TOKEN
SQUAWK,Squawk
DOLZ,DOLZ
GHCOLD,Galaxy Heroes Coin
FYN,Affyn
C2X,C2X
WTFT,WTF Token
KBOX,The Killbox
SKET,Sketch coin
GDX,VanEck Vectors Gold Miners Etf
JCR,JustCarbon Removal
MMETA,Duckie Land Multi Metaverse
BOT,Bot Planet
ORB,KlayCity ORB
